DATE,NAME,TMAX,TMIN,TAVG,PRCP,AWND,SNOW
2022-01-01,"NY CITY CENTRAL PARK, NY US",56.0,50.0,53.0,0.79,3.13,0.0
2022-01-02,"NY CITY CENTRAL PARK, NY US",59.0,37.0,48.0,0.04,5.82,0.0
2022-01-03,"NY CITY CENTRAL PARK, NY US",37.0,22.0,29.5,0.0,9.84,0.0
2022-01-04,"NY CITY CENTRAL PARK, NY US",34.0,19.0,26.5,0.0,6.04,0.0
2022-01-05,"NY CITY CENTRAL PARK, NY US",47.0,31.0,39.0,0.23,5.59,0.0
2022-01-06,"NY CITY CENTRAL PARK, NY US",41.0,34.0,37.5,0.0,6.49,0.0
2022-01-07,"NY CITY CENTRAL PARK, NY US",34.0,25.0,29.5,0.38,8.72,5.8
2022-01-08,"NY CITY CENTRAL PARK, NY US",30.0,20.0,25.0,0.0,6.04,0.0
2022-01-09,"NY CITY CENTRAL PARK, NY US",40.0,29.0,34.5,0.1,8.5,0.0
2022-01-10,"NY CITY CENTRAL PARK, NY US",40.0,24.0,32.0,0.0,8.5,0.0
2022-01-11,"NY CITY CENTRAL PARK, NY US",24.0,15.0,19.5,0.0,7.38,0.0
2022-01-12,"NY CITY CENTRAL PARK, NY US",40.0,20.0,30.0,0.0,6.04,0.0
2022-01-13,"NY CITY CENTRAL PARK, NY US",48.0,34.0,41.0,0.0,3.13,0.0
2022-01-14,"NY CITY CENTRAL PARK, NY US",43.0,21.0,32.0,0.0,8.28,0.0
2022-01-15,"NY CITY CENTRAL PARK, NY US",21.0,10.0,15.5,0.0,7.16,0.0
2022-01-16,"NY CITY CENTRAL PARK, NY US",37.0,10.0,23.5,0.37,8.5,0.8
2022-01-17,"NY CITY CENTRAL PARK, NY US",44.0,34.0,39.0,1.16,10.07,0.0
2022-01-18,"NY CITY CENTRAL PARK, NY US",36.0,29.0,32.5,0.0,9.17,0.0
2022-01-19,"NY CITY CENTRAL PARK, NY US",49.0,28.0,38.5,0.0,6.71,0.0
2022-01-20,"NY CITY CENTRAL PARK, NY US",46.0,22.0,34.0,0.3,6.71,0.0
2022-01-21,"NY CITY CENTRAL PARK, NY US",22.0,14.0,18.0,0.0,7.83,0.0
2022-01-22,"NY CITY CENTRAL PARK, NY US",29.0,13.0,21.0,0.0,5.59,0.0
2022-01-23,"NY CITY CENTRAL PARK, NY US",37.0,24.0,30.5,0.02,5.37,0.2
2022-01-24,"NY CITY CENTRAL PARK, NY US",36.0,26.0,31.0,0.0,4.25,0.0
2022-01-25,"NY CITY CENTRAL PARK, NY US",42.0,28.0,35.0,0.0,5.82,0.0
2022-01-26,"NY CITY CENTRAL PARK, NY US",28.0,20.0,24.0,0.0,6.26,0.0
2022-01-27,"NY CITY CENTRAL PARK, NY US",32.0,17.0,24.5,0.0,5.37,0.0
2022-01-28,"NY CITY CENTRAL PARK, NY US",32.0,29.0,30.5,0.13,4.7,1.2
2022-01-29,"NY CITY CENTRAL PARK, NY US",29.0,12.0,20.5,0.77,12.53,7.3
2022-01-30,"NY CITY CENTRAL PARK, NY US",26.0,12.0,19.0,0.0,6.93,0.0
2022-01-31,"NY CITY CENTRAL PARK, NY US",31.0,21.0,26.0,0.0,3.8,0.0
2022-02-01,"NY CITY CENTRAL PARK, NY US",36.0,23.0,29.5,0.0,5.14,0.0
2022-02-02,"NY CITY CENTRAL PARK, NY US",47.0,32.0,39.5,0.0,2.91,0.0
2022-02-03,"NY CITY CENTRAL PARK, NY US",52.0,42.0,47.0,0.42,3.8,0.0
2022-02-04,"NY CITY CENTRAL PARK, NY US",57.0,26.0,41.5,0.72,6.71,0.0
2022-02-05,"NY CITY CENTRAL PARK, NY US",27.0,19.0,23.0,0.0,8.72,0.0
2022-02-06,"NY CITY CENTRAL PARK, NY US",30.0,17.0,23.5,0.0,4.7,0.0
2022-02-07,"NY CITY CENTRAL PARK, NY US",37.0,30.0,33.5,0.15,3.58,0.0
2022-02-08,"NY CITY CENTRAL PARK, NY US",45.0,32.0,38.5,0.07,6.71,0.0
2022-02-09,"NY CITY CENTRAL PARK, NY US",46.0,29.0,37.5,0.0,4.03,0.0
2022-02-10,"NY CITY CENTRAL PARK, NY US",54.0,37.0,45.5,0.0,5.14,0.0
2022-02-11,"NY CITY CENTRAL PARK, NY US",57.0,38.0,47.5,0.0,5.14,0.0
2022-02-12,"NY CITY CENTRAL PARK, NY US",59.0,42.0,50.5,0.0,7.61,0.0
2022-02-13,"NY CITY CENTRAL PARK, NY US",42.0,25.0,33.5,0.23,6.71,1.6
2022-02-14,"NY CITY CENTRAL PARK, NY US",25.0,16.0,20.5,0.0,8.72,0.0
2022-02-15,"NY CITY CENTRAL PARK, NY US",30.0,16.0,23.0,0.0,4.92,0.0
2022-02-16,"NY CITY CENTRAL PARK, NY US",49.0,28.0,38.5,0.0,5.82,0.0
2022-02-17,"NY CITY CENTRAL PARK, NY US",68.0,49.0,58.5,0.31,7.38,0.0
2022-02-18,"NY CITY CENTRAL PARK, NY US",63.0,27.0,45.0,0.33,9.62,0.0
2022-02-19,"NY CITY CENTRAL PARK, NY US",40.0,23.0,31.5,0.0,8.28,0.0
2022-02-20,"NY CITY CENTRAL PARK, NY US",36.0,21.0,28.5,0.0,7.61,0.0
2022-02-21,"NY CITY CENTRAL PARK, NY US",55.0,32.0,43.5,0.0,4.47,0.0
2022-02-22,"NY CITY CENTRAL PARK, NY US",61.0,37.0,49.0,0.26,6.04,0.0
2022-02-23,"NY CITY CENTRAL PARK, NY US",68.0,35.0,51.5,0.0,8.28,0.0
2022-02-24,"NY CITY CENTRAL PARK, NY US",35.0,29.0,32.0,0.0,7.61,0.0
2022-02-25,"NY CITY CENTRAL PARK, NY US",41.0,26.0,33.5,0.74,8.28,0.4
2022-02-26,"NY CITY CENTRAL PARK, NY US",37.0,24.0,30.5,0.0,7.16,0.0
2022-02-27,"NY CITY CENTRAL PARK, NY US",48.0,28.0,38.0,0.0,9.62,0.0
2022-02-28,"NY CITY CENTRAL PARK, NY US",36.0,26.0,31.0,0.0,5.82,0.0
2022-03-01,"NY CITY CENTRAL PARK, NY US",48.0,31.0,39.5,0.0,5.82,0.0
2022-03-02,"NY CITY CENTRAL PARK, NY US",52.0,40.0,46.0,0.0,5.37,0.0
2022-03-03,"NY CITY CENTRAL PARK, NY US",48.0,24.0,36.0,0.03,9.62,0.0
2022-03-04,"NY CITY CENTRAL PARK, NY US",37.0,21.0,29.0,0.0,5.37,0.0
2022-03-05,"NY CITY CENTRAL PARK, NY US",46.0,32.0,39.0,0.0,3.58,0.0
2022-03-06,"NY CITY CENTRAL PARK, NY US",68.0,43.0,55.5,0.06,5.37,0.0
2022-03-07,"NY CITY CENTRAL PARK, NY US",74.0,50.0,62.0,0.03,7.38,0.0
2022-03-08,"NY CITY CENTRAL PARK, NY US",50.0,39.0,44.5,0.0,9.17,0.0
2022-03-09,"NY CITY CENTRAL PARK, NY US",41.0,33.0,37.0,0.56,5.82,0.4
2022-03-10,"NY CITY CENTRAL PARK, NY US",51.0,33.0,42.0,0.0,1.79,0.0
2022-03-11,"NY CITY CENTRAL PARK, NY US",55.0,40.0,47.5,0.0,4.47,0.0
2022-03-12,"NY CITY CENTRAL PARK, NY US",48.0,24.0,36.0,0.5,9.84,0.0
2022-03-13,"NY CITY CENTRAL PARK, NY US",35.0,22.0,28.5,0.0,8.95,0.0
2022-03-14,"NY CITY CENTRAL PARK, NY US",56.0,33.0,44.5,0.0,5.59,0.0
2022-03-15,"NY CITY CENTRAL PARK, NY US",68.0,46.0,57.0,0.0,4.92,0.0
2022-03-16,"NY CITY CENTRAL PARK, NY US",67.0,48.0,57.5,0.0,4.47,0.0
2022-03-17,"NY CITY CENTRAL PARK, NY US",53.0,45.0,49.0,0.08,5.59,0.0
2022-03-18,"NY CITY CENTRAL PARK, NY US",74.0,50.0,62.0,0.0,4.92,0.0
2022-03-19,"NY CITY CENTRAL PARK, NY US",70.0,49.0,59.5,0.05,2.68,0.0
2022-03-20,"NY CITY CENTRAL PARK, NY US",61.0,46.0,53.5,0.0,8.05,0.0
2022-03-21,"NY CITY CENTRAL PARK, NY US",62.0,44.0,53.0,0.0,8.05,0.0
2022-03-22,"NY CITY CENTRAL PARK, NY US",58.0,43.0,50.5,0.0,7.38,0.0
2022-03-23,"NY CITY CENTRAL PARK, NY US",49.0,38.0,43.5,0.06,7.61,0.0
2022-03-24,"NY CITY CENTRAL PARK, NY US",47.0,38.0,42.5,0.93,11.41,0.0
2022-03-25,"NY CITY CENTRAL PARK, NY US",60.0,44.0,52.0,0.02,4.25,0.0
2022-03-26,"NY CITY CENTRAL PARK, NY US",53.0,42.0,47.5,0.0,6.04,0.0
2022-03-27,"NY CITY CENTRAL PARK, NY US",46.0,28.0,37.0,0.0,10.51,0.0
2022-03-28,"NY CITY CENTRAL PARK, NY US",33.0,23.0,28.0,0.0,12.3,0.0
2022-03-29,"NY CITY CENTRAL PARK, NY US",38.0,24.0,31.0,0.0,10.51,0.0
2022-03-30,"NY CITY CENTRAL PARK, NY US",47.0,29.0,38.0,0.0,4.7,0.0
2022-03-31,"NY CITY CENTRAL PARK, NY US",66.0,45.0,55.5,0.07,4.92,0.0
2022-04-01,"NY CITY CENTRAL PARK, NY US",61.0,43.0,52.0,0.28,8.72,0.0
2022-04-02,"NY CITY CENTRAL PARK, NY US",54.0,38.0,46.0,0.0,6.26,0.0
2022-04-03,"NY CITY CENTRAL PARK, NY US",48.0,40.0,44.0,0.12,4.03,0.0
2022-04-04,"NY CITY CENTRAL PARK, NY US",54.0,39.0,46.5,0.0,6.71,0.0
2022-04-05,"NY CITY CENTRAL PARK, NY US",57.0,45.0,51.0,0.04,3.36,0.0
2022-04-06,"NY CITY CENTRAL PARK, NY US",53.0,44.0,48.5,0.45,10.74,0.0
2022-04-07,"NY CITY CENTRAL PARK, NY US",54.0,45.0,49.5,1.12,7.38,0.0
2022-04-08,"NY CITY CENTRAL PARK, NY US",65.0,49.0,57.0,0.03,6.71,0.0
2022-04-09,"NY CITY CENTRAL PARK, NY US",55.0,47.0,51.0,0.05,4.92,0.0
2022-04-10,"NY CITY CENTRAL PARK, NY US",50.0,42.0,46.0,0.0,9.62,0.0
2022-04-11,"NY CITY CENTRAL PARK, NY US",61.0,40.0,50.5,0.0,4.92,0.0
2022-04-12,"NY CITY CENTRAL PARK, NY US",72.0,50.0,61.0,0.07,3.8,0.0
2022-04-13,"NY CITY CENTRAL PARK, NY US",71.0,55.0,63.0,0.0,3.8,0.0
2022-04-14,"NY CITY CENTRAL PARK, NY US",79.0,57.0,68.0,0.06,4.7,0.0
2022-04-15,"NY CITY CENTRAL PARK, NY US",70.0,52.0,61.0,0.0,5.82,0.0
2022-04-16,"NY CITY CENTRAL PARK, NY US",73.0,44.0,58.5,0.2,6.26,0.0
2022-04-17,"NY CITY CENTRAL PARK, NY US",51.0,41.0,46.0,0.0,6.93,0.0
2022-04-18,"NY CITY CENTRAL PARK, NY US",54.0,39.0,46.5,0.85,7.61,0.0
2022-04-19,"NY CITY CENTRAL PARK, NY US",50.0,39.0,44.5,1.24,10.51,0.0
2022-04-20,"NY CITY CENTRAL PARK, NY US",60.0,42.0,51.0,0.0,6.26,0.0
2022-04-21,"NY CITY CENTRAL PARK, NY US",59.0,44.0,51.5,0.0,6.04,0.0
2022-04-22,"NY CITY CENTRAL PARK, NY US",70.0,53.0,61.5,0.0,6.26,0.0
2022-04-23,"NY CITY CENTRAL PARK, NY US",65.0,51.0,58.0,0.0,5.14,0.0
2022-04-24,"NY CITY CENTRAL PARK, NY US",63.0,48.0,55.5,0.0,5.37,0.0
2022-04-25,"NY CITY CENTRAL PARK, NY US",58.0,46.0,52.0,0.0,4.92,0.0
2022-04-26,"NY CITY CENTRAL PARK, NY US",60.0,52.0,56.0,0.02,3.36,0.0
2022-04-27,"NY CITY CENTRAL PARK, NY US",58.0,41.0,49.5,0.0,10.51,0.0
2022-04-28,"NY CITY CENTRAL PARK, NY US",58.0,40.0,49.0,0.0,10.29,0.0
2022-04-29,"NY CITY CENTRAL PARK, NY US",63.0,41.0,52.0,0.0,7.83,0.0
2022-04-30,"NY CITY CENTRAL PARK, NY US",68.0,44.0,56.0,0.0,2.91,0.0
2022-05-01,"NY CITY CENTRAL PARK, NY US",69.0,47.0,58.0,0.0,3.13,0.0
2022-05-02,"NY CITY CENTRAL PARK, NY US",56.0,51.0,53.5,0.23,4.7,0.0
2022-05-03,"NY CITY CENTRAL PARK, NY US",62.0,51.0,56.5,0.0,5.82,0.0
2022-05-04,"NY CITY CENTRAL PARK, NY US",65.0,50.0,57.5,0.08,2.46,0.0
2022-05-05,"NY CITY CENTRAL PARK, NY US",74.0,56.0,65.0,0.0,4.25,0.0
2022-05-06,"NY CITY CENTRAL PARK, NY US",61.0,49.0,55.0,0.69,3.58,0.0
2022-05-07,"NY CITY CENTRAL PARK, NY US",50.0,45.0,47.5,0.92,10.96,0.0
2022-05-08,"NY CITY CENTRAL PARK, NY US",58.0,45.0,51.5,0.0,11.18,0.0
2022-05-09,"NY CITY CENTRAL PARK, NY US",70.0,47.0,58.5,0.0,11.41,0.0
2022-05-10,"NY CITY CENTRAL PARK, NY US",73.0,51.0,62.0,0.0,10.07,0.0
2022-05-11,"NY CITY CENTRAL PARK, NY US",75.0,53.0,64.0,0.0,5.59,0.0
2022-05-12,"NY CITY CENTRAL PARK, NY US",75.0,58.0,66.5,0.0,4.92,0.0
2022-05-13,"NY CITY CENTRAL PARK, NY US",72.0,57.0,64.5,0.03,4.25,0.0
2022-05-14,"NY CITY CENTRAL PARK, NY US",72.0,60.0,66.0,0.22,2.91,0.0
2022-05-15,"NY CITY CENTRAL PARK, NY US",76.0,60.0,68.0,0.1,2.24,0.0
2022-05-16,"NY CITY CENTRAL PARK, NY US",75.0,61.0,68.0,0.12,4.92,0.0
2022-05-17,"NY CITY CENTRAL PARK, NY US",77.0,57.0,67.0,0.0,6.93,0.0
2022-05-18,"NY CITY CENTRAL PARK, NY US",72.0,55.0,63.5,0.01,4.03,0.0
2022-05-19,"NY CITY CENTRAL PARK, NY US",66.0,54.0,60.0,0.73,2.46,0.0
2022-05-20,"NY CITY CENTRAL PARK, NY US",69.0,55.0,62.0,0.4,3.58,0.0
2022-05-21,"NY CITY CENTRAL PARK, NY US",90.0,62.0,76.0,0.0,1.57,0.0
2022-05-22,"NY CITY CENTRAL PARK, NY US",89.0,72.0,80.5,0.0,4.03,0.0
2022-05-23,"NY CITY CENTRAL PARK, NY US",73.0,61.0,67.0,0.0,6.71,0.0
2022-05-24,"NY CITY CENTRAL PARK, NY US",67.0,57.0,62.0,0.0,4.7,0.0
2022-05-25,"NY CITY CENTRAL PARK, NY US",70.0,53.0,61.5,0.0,2.91,0.0
2022-05-26,"NY CITY CENTRAL PARK, NY US",70.0,54.0,62.0,0.0,3.58,0.0
2022-05-27,"NY CITY CENTRAL PARK, NY US",80.0,65.0,72.5,0.27,2.91,0.0
2022-05-28,"NY CITY CENTRAL PARK, NY US",74.0,63.0,68.5,0.72,3.36,0.0
2022-05-29,"NY CITY CENTRAL PARK, NY US",77.0,59.0,68.0,0.0,1.79,0.0
2022-05-30,"NY CITY CENTRAL PARK, NY US",84.0,63.0,73.5,0.0,2.91,0.0
2022-05-31,"NY CITY CENTRAL PARK, NY US",93.0,65.0,79.0,0.0,4.92,0.0
2022-06-01,"NY CITY CENTRAL PARK, NY US",72.0,60.0,66.0,0.71,6.49,0.0
2022-06-02,"NY CITY CENTRAL PARK, NY US",79.0,62.0,70.5,0.45,3.13,0.0
2022-06-03,"NY CITY CENTRAL PARK, NY US",76.0,62.0,69.0,0.0,3.58,0.0
2022-06-04,"NY CITY CENTRAL PARK, NY US",80.0,61.0,70.5,0.0,2.24,0.0
2022-06-05,"NY CITY CENTRAL PARK, NY US",77.0,57.0,67.0,0.0,3.58,0.0
2022-06-06,"NY CITY CENTRAL PARK, NY US",80.0,63.0,71.5,0.0,4.25,0.0
2022-06-07,"NY CITY CENTRAL PARK, NY US",78.0,63.0,70.5,0.08,5.59,0.0
2022-06-08,"NY CITY CENTRAL PARK, NY US",82.0,66.0,74.0,0.03,4.47,0.0
2022-06-09,"NY CITY CENTRAL PARK, NY US",81.0,65.0,73.0,0.83,6.71,0.0
2022-06-10,"NY CITY CENTRAL PARK, NY US",77.0,63.0,70.0,0.0,5.59,0.0
2022-06-11,"NY CITY CENTRAL PARK, NY US",74.0,66.0,70.0,0.0,3.13,0.0
2022-06-12,"NY CITY CENTRAL PARK, NY US",72.0,63.0,67.5,0.05,2.68,0.0
2022-06-13,"NY CITY CENTRAL PARK, NY US",85.0,68.0,76.5,0.0,2.46,0.0
2022-06-14,"NY CITY CENTRAL PARK, NY US",81.0,68.0,74.5,0.0,4.25,0.0
2022-06-15,"NY CITY CENTRAL PARK, NY US",83.0,66.0,74.5,0.0,3.58,0.0
2022-06-16,"NY CITY CENTRAL PARK, NY US",71.0,61.0,66.0,0.32,3.36,0.0
2022-06-17,"NY CITY CENTRAL PARK, NY US",88.0,69.0,78.5,0.0,6.26,0.0
2022-06-18,"NY CITY CENTRAL PARK, NY US",75.0,58.0,66.5,0.0,8.72,0.0
2022-06-19,"NY CITY CENTRAL PARK, NY US",73.0,54.0,63.5,0.0,6.93,0.0
2022-06-20,"NY CITY CENTRAL PARK, NY US",78.0,57.0,67.5,0.0,3.58,0.0
2022-06-21,"NY CITY CENTRAL PARK, NY US",80.0,63.0,71.5,0.06,2.46,0.0
2022-06-22,"NY CITY CENTRAL PARK, NY US",67.0,62.0,64.5,0.02,4.92,0.0
2022-06-23,"NY CITY CENTRAL PARK, NY US",74.0,61.0,67.5,0.08,3.13,0.0
2022-06-24,"NY CITY CENTRAL PARK, NY US",81.0,63.0,72.0,0.0,2.91,0.0
2022-06-25,"NY CITY CENTRAL PARK, NY US",90.0,69.0,79.5,0.0,2.24,0.0
2022-06-26,"NY CITY CENTRAL PARK, NY US",89.0,74.0,81.5,0.0,3.58,0.0
2022-06-27,"NY CITY CENTRAL PARK, NY US",77.0,69.0,73.0,0.29,2.91,0.0
2022-06-28,"NY CITY CENTRAL PARK, NY US",79.0,66.0,72.5,0.0,2.46,0.0
2022-06-29,"NY CITY CENTRAL PARK, NY US",84.0,66.0,75.0,0.0,2.01,0.0
2022-06-30,"NY CITY CENTRAL PARK, NY US",86.0,69.0,77.5,0.0,2.91,0.0
2022-07-01,"NY CITY CENTRAL PARK, NY US",91.0,73.0,82.0,0.0,3.8,0.0
2022-07-02,"NY CITY CENTRAL PARK, NY US",87.0,73.0,80.0,0.0,3.13,0.0
2022-07-03,"NY CITY CENTRAL PARK, NY US",88.0,73.0,80.5,0.0,3.8,0.0
2022-07-04,"NY CITY CENTRAL PARK, NY US",85.0,65.0,75.0,0.0,2.68,0.0
2022-07-05,"NY CITY CENTRAL PARK, NY US",87.0,70.0,78.5,0.09,4.47,0.0
2022-07-06,"NY CITY CENTRAL PARK, NY US",85.0,71.0,78.0,0.0,5.14,0.0
2022-07-07,"NY CITY CENTRAL PARK, NY US",84.0,69.0,76.5,0.0,4.92,0.0
2022-07-08,"NY CITY CENTRAL PARK, NY US",83.0,68.0,75.5,0.24,1.34,0.0
2022-07-09,"NY CITY CENTRAL PARK, NY US",85.0,71.0,78.0,0.0,2.91,0.0
2022-07-10,"NY CITY CENTRAL PARK, NY US",83.0,67.0,75.0,0.0,5.82,0.0
2022-07-11,"NY CITY CENTRAL PARK, NY US",85.0,67.0,76.0,0.0,5.14,0.0
2022-07-12,"NY CITY CENTRAL PARK, NY US",90.0,70.0,80.0,0.0,5.82,0.0
2022-07-13,"NY CITY CENTRAL PARK, NY US",91.0,74.0,82.5,0.0,2.68,0.0
2022-07-14,"NY CITY CENTRAL PARK, NY US",90.0,72.0,81.0,0.0,3.8,0.0
2022-07-15,"NY CITY CENTRAL PARK, NY US",86.0,73.0,79.5,0.0,4.47,0.0
2022-07-16,"NY CITY CENTRAL PARK, NY US",85.0,66.0,75.5,1.11,2.68,0.0
2022-07-17,"NY CITY CENTRAL PARK, NY US",83.0,71.0,77.0,0.0,2.46,0.0
2022-07-18,"NY CITY CENTRAL PARK, NY US",81.0,69.0,75.0,1.85,2.91,0.0
2022-07-19,"NY CITY CENTRAL PARK, NY US",90.0,73.0,81.5,0.0,5.14,0.0
2022-07-20,"NY CITY CENTRAL PARK, NY US",95.0,78.0,86.5,0.0,4.03,0.0
2022-07-21,"NY CITY CENTRAL PARK, NY US",92.0,74.0,83.0,0.16,4.03,0.0
2022-07-22,"NY CITY CENTRAL PARK, NY US",94.0,78.0,86.0,0.0,2.68,0.0
2022-07-23,"NY CITY CENTRAL PARK, NY US",95.0,78.0,86.5,0.0,2.01,0.0
2022-07-24,"NY CITY CENTRAL PARK, NY US",95.0,79.0,87.0,0.0,4.92,0.0
2022-07-25,"NY CITY CENTRAL PARK, NY US",86.0,73.0,79.5,0.98,4.7,0.0
2022-07-26,"NY CITY CENTRAL PARK, NY US",81.0,71.0,76.0,0.0,3.8,0.0
2022-07-27,"NY CITY CENTRAL PARK, NY US",85.0,70.0,77.5,0.0,2.24,0.0
2022-07-28,"NY CITY CENTRAL PARK, NY US",87.0,73.0,80.0,0.02,3.8,0.0
2022-07-29,"NY CITY CENTRAL PARK, NY US",85.0,72.0,78.5,0.1,3.36,0.0
2022-07-30,"NY CITY CENTRAL PARK, NY US",87.0,73.0,80.0,0.0,4.7,0.0
2022-07-31,"NY CITY CENTRAL PARK, NY US",86.0,71.0,78.5,0.0,2.01,0.0
2022-08-01,"NY CITY CENTRAL PARK, NY US",77.0,68.0,72.5,0.48,2.68,0.0
2022-08-02,"NY CITY CENTRAL PARK, NY US",90.0,72.0,81.0,0.0,3.58,0.0
2022-08-03,"NY CITY CENTRAL PARK, NY US",89.0,71.0,80.0,0.0,3.13,0.0
2022-08-04,"NY CITY CENTRAL PARK, NY US",93.0,76.0,84.5,0.0,3.58,0.0
2022-08-05,"NY CITY CENTRAL PARK, NY US",89.0,78.0,83.5,0.0,3.36,0.0
2022-08-06,"NY CITY CENTRAL PARK, NY US",92.0,77.0,84.5,0.0,4.03,0.0
2022-08-07,"NY CITY CENTRAL PARK, NY US",92.0,76.0,84.0,0.16,5.59,0.0
2022-08-08,"NY CITY CENTRAL PARK, NY US",93.0,79.0,86.0,0.0,5.37,0.0
2022-08-09,"NY CITY CENTRAL PARK, NY US",97.0,78.0,87.5,0.03,4.92,0.0
2022-08-10,"NY CITY CENTRAL PARK, NY US",87.0,75.0,81.0,0.0,3.58,0.0
2022-08-11,"NY CITY CENTRAL PARK, NY US",89.0,72.0,80.5,0.11,2.24,0.0
2022-08-12,"NY CITY CENTRAL PARK, NY US",85.0,71.0,78.0,0.0,5.59,0.0
2022-08-13,"NY CITY CENTRAL PARK, NY US",79.0,65.0,72.0,0.0,4.47,0.0
2022-08-14,"NY CITY CENTRAL PARK, NY US",82.0,66.0,74.0,0.0,2.68,0.0
2022-08-15,"NY CITY CENTRAL PARK, NY US",83.0,68.0,75.5,0.0,1.79,0.0
2022-08-16,"NY CITY CENTRAL PARK, NY US",83.0,66.0,74.5,0.0,5.59,0.0
2022-08-17,"NY CITY CENTRAL PARK, NY US",81.0,63.0,72.0,0.34,3.36,0.0
2022-08-18,"NY CITY CENTRAL PARK, NY US",87.0,62.0,74.5,0.0,2.91,0.0
2022-08-19,"NY CITY CENTRAL PARK, NY US",90.0,69.0,79.5,0.0,3.58,0.0
2022-08-20,"NY CITY CENTRAL PARK, NY US",90.0,74.0,82.0,0.0,2.91,0.0
2022-08-21,"NY CITY CENTRAL PARK, NY US",82.0,72.0,77.0,0.0,2.68,0.0
2022-08-22,"NY CITY CENTRAL PARK, NY US",79.0,73.0,76.0,0.23,2.68,0.0
2022-08-23,"NY CITY CENTRAL PARK, NY US",86.0,72.0,79.0,0.0,2.91,0.0
2022-08-24,"NY CITY CENTRAL PARK, NY US",90.0,71.0,80.5,0.0,3.8,0.0
2022-08-25,"NY CITY CENTRAL PARK, NY US",91.0,72.0,81.5,0.0,2.46,0.0
2022-08-26,"NY CITY CENTRAL PARK, NY US",87.0,74.0,80.5,0.24,2.91,0.0
2022-08-27,"NY CITY CENTRAL PARK, NY US",90.0,74.0,82.0,0.0,3.8,0.0
2022-08-28,"NY CITY CENTRAL PARK, NY US",82.0,73.0,77.5,0.0,5.14,0.0
2022-08-29,"NY CITY CENTRAL PARK, NY US",85.0,75.0,80.0,0.0,2.91,0.0
2022-08-30,"NY CITY CENTRAL PARK, NY US",89.0,73.0,81.0,0.12,4.25,0.0
2022-08-31,"NY CITY CENTRAL PARK, NY US",85.0,69.0,77.0,0.0,5.14,0.0
2022-09-01,"NY CITY CENTRAL PARK, NY US",86.0,69.0,77.5,0.0,4.03,0.0
2022-09-02,"NY CITY CENTRAL PARK, NY US",79.0,62.0,70.5,0.0,3.8,0.0
2022-09-03,"NY CITY CENTRAL PARK, NY US",82.0,65.0,73.5,0.0,2.24,0.0
2022-09-04,"NY CITY CENTRAL PARK, NY US",90.0,71.0,80.5,0.0,2.68,0.0
2022-09-05,"NY CITY CENTRAL PARK, NY US",88.0,73.0,80.5,0.06,2.01,0.0
2022-09-06,"NY CITY CENTRAL PARK, NY US",74.0,67.0,70.5,0.78,3.8,0.0
2022-09-07,"NY CITY CENTRAL PARK, NY US",72.0,65.0,68.5,0.0,6.49,0.0
2022-09-08,"NY CITY CENTRAL PARK, NY US",78.0,65.0,71.5,0.0,4.03,0.0
2022-09-09,"NY CITY CENTRAL PARK, NY US",80.0,62.0,71.0,0.0,3.58,0.0
2022-09-10,"NY CITY CENTRAL PARK, NY US",86.0,64.0,75.0,0.0,2.46,0.0
2022-09-11,"NY CITY CENTRAL PARK, NY US",76.0,67.0,71.5,0.32,2.68,0.0
2022-09-12,"NY CITY CENTRAL PARK, NY US",81.0,68.0,74.5,0.81,1.34,0.0
2022-09-13,"NY CITY CENTRAL PARK, NY US",82.0,68.0,75.0,0.41,3.8,0.0
2022-09-14,"NY CITY CENTRAL PARK, NY US",80.0,62.0,71.0,0.0,5.59,0.0
2022-09-15,"NY CITY CENTRAL PARK, NY US",74.0,62.0,68.0,0.0,5.82,0.0
2022-09-16,"NY CITY CENTRAL PARK, NY US",75.0,57.0,66.0,0.0,2.01,0.0
2022-09-17,"NY CITY CENTRAL PARK, NY US",76.0,64.0,70.0,0.0,4.7,0.0
2022-09-18,"NY CITY CENTRAL PARK, NY US",83.0,67.0,75.0,0.0,5.59,0.0
2022-09-19,"NY CITY CENTRAL PARK, NY US",85.0,68.0,76.5,0.14,3.58,0.0
2022-09-20,"NY CITY CENTRAL PARK, NY US",79.0,67.0,73.0,0.0,4.03,0.0
2022-09-21,"NY CITY CENTRAL PARK, NY US",80.0,62.0,71.0,0.0,3.13,0.0
2022-09-22,"NY CITY CENTRAL PARK, NY US",75.0,57.0,66.0,0.47,7.38,0.0
2022-09-23,"NY CITY CENTRAL PARK, NY US",63.0,51.0,57.0,0.0,9.62,0.0
2022-09-24,"NY CITY CENTRAL PARK, NY US",69.0,49.0,59.0,0.0,4.03,0.0
2022-09-25,"NY CITY CENTRAL PARK, NY US",72.0,59.0,65.5,1.11,3.36,0.0
2022-09-26,"NY CITY CENTRAL PARK, NY US",74.0,58.0,66.0,0.0,5.82,0.0
2022-09-27,"NY CITY CENTRAL PARK, NY US",70.0,59.0,64.5,0.0,4.25,0.0
2022-09-28,"NY CITY CENTRAL PARK, NY US",69.0,53.0,61.0,0.0,4.03,0.0
2022-09-29,"NY CITY CENTRAL PARK, NY US",66.0,53.0,59.5,0.0,5.82,0.0
2022-09-30,"NY CITY CENTRAL PARK, NY US",62.0,52.0,57.0,0.0,6.93,0.0
